node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
679,680,0.0176235398582643,-109.099337285876,41.5188395142695,-109.003129947702,41.4895204966223,0.0176235398582643,0,2024.54211354781,2024.55973708767,NA
680,683,0.00364745148637091,-109.003129947702,41.4895204966223,-109.644953962544,41.3996097320093,0.0212709913446352,0.0176235398582643,2024.55973708767,2024.56338453915,NA
683,684,0.00611792196781269,-109.644953962544,41.3996097320093,-111.133013352745,41.5042307616054,0.0273889133124479,0.0212709913446352,2024.56338453915,2024.56950246112,NA
684,816,0.00969926185866332,-111.133013352745,41.5042307616054,-113.249350104496,42.3071707206572,0.0370881751711112,0.0273889133124479,2024.56950246112,2024.57920172298,NA
683,937,0.0172448036349129,-109.644953962544,41.3996097320093,-109.000663942557,41.3043261752234,0.038515794979548,0.0212709913446352,2024.56338453915,2024.58062934279,NA
679,956,0.0453924629103892,-109.099337285876,41.5188395142695,-106.463520254238,39.558922197936,0.0453924629103892,0,2024.54211354781,2024.58750601072,NA
956,957,0.0122148744885724,-106.463520254238,39.558922197936,-106.035406994711,39.6032864612191,0.0576073373989616,0.0453924629103892,2024.58750601072,2024.59972088521,NA
956,1354,0.0144169734138879,-106.463520254238,39.558922197936,-103.619348717907,36.5342551364668,0.0598094363242772,0.0453924629103892,2024.58750601072,2024.60192298413,NA
684,685,0.0367452294549404,-111.133013352745,41.5042307616054,-97.6781298402847,40.1350329075725,0.0641341427673883,0.0273889133124479,2024.56950246112,2024.60624769057,NA
816,817,0.0343672779459336,-113.249350104496,42.3071707206572,-107.477192057894,40.2165616518027,0.0714554531170448,0.0370881751711112,2024.57920172298,2024.61356900092,NA
957,959,0.0149224782887205,-106.035406994711,39.6032864612191,-106.719084243151,40.2450823546223,0.0725298156876821,0.0576073373989616,2024.59972088521,2024.61464336349,NA
959,961,0.000875407827618302,-106.719084243151,40.2450823546223,-107.142743214418,40.3240081222545,0.0734052235153004,0.0725298156876821,2024.61464336349,2024.61551877132,NA
937,938,0.046534846474777,-109.000663942557,41.3043261752234,-108.901605252328,46.7358654389914,0.0850506414543251,0.038515794979548,2024.58062934279,2024.62716418926,NA
817,818,0.0240959308989408,-107.477192057894,40.2165616518027,-104.402106947447,40.8419773411212,0.0955513840159856,0.0714554531170448,2024.61356900092,2024.63766493182,NA
961,1014,0.0266510775772193,-107.142743214418,40.3240081222545,-119.406980039206,41.8945080635434,0.10005630109252,0.0734052235153004,2024.61551877132,2024.6421698489,NA
685,706,0.0403710662566148,-97.6781298402847,40.1350329075725,-96.517781414569,40.4558742119971,0.104505209024003,0.0641341427673883,2024.60624769057,2024.64661875683,NA
818,819,0.0189331131719788,-104.402106947447,40.8419773411212,-97.72138849945,42.1497866914563,0.114484497187964,0.0955513840159856,2024.63766493182,2024.65659804499,NA
961,962,0.0424541945443038,-107.142743214418,40.3240081222545,-107.36345527905,41.8296488652498,0.115859418059604,0.0734052235153004,2024.61551877132,2024.65797296587,NA
937,950,0.0780914819528673,-109.000663942557,41.3043261752234,-106.817929132541,42.1891938085561,0.116607276932415,0.038515794979548,2024.58062934279,2024.65872082474,NA
680,681,0.0993092014318824,-109.003129947702,41.4895204966223,-109.066915438312,42.7408549142898,0.116932741290147,0.0176235398582643,2024.55973708767,2024.6590462891,NA
706,710,0.0124605925796832,-96.517781414569,40.4558742119971,-95.9212812790301,41.4666340031931,0.116965801603686,0.104505209024003,2024.64661875683,2024.65907934941,NA
1014,1020,0.0174215830912683,-119.406980039206,41.8945080635434,-108.46332613977,41.7408667431739,0.117477884183788,0.10005630109252,2024.6421698489,2024.65959143199,NA
1020,1349,0.00087962116182605,-108.46332613977,41.7408667431739,-107.84639414183,41.8152996001732,0.118357505345614,0.117477884183788,2024.65959143199,2024.66047105315,NA
685,686,0.0573522649127212,-97.6781298402847,40.1350329075725,-111.961545439403,41.1415795846609,0.121486407680109,0.0641341427673883,2024.60624769057,2024.66359995549,NA
1020,1021,0.00469199634353612,-108.46332613977,41.7408667431739,-104.951110556966,41.7664243545524,0.122169880527324,0.117477884183788,2024.65959143199,2024.66428342833,NA
950,952,0.0086703942724895,-106.817929132541,42.1891938085561,-105.299116590331,42.606314958303,0.125277671204905,0.116607276932415,2024.65872082474,2024.66739121901,NA
1021,1022,0.00417338354130625,-104.951110556966,41.7664243545524,-105.270609081904,42.0324881952442,0.12634326406863,0.122169880527324,2024.66428342833,2024.66845681188,NA
710,798,0.0167800628525396,-95.9212812790301,41.4666340031931,-96.0295103566365,41.3350037459797,0.133745864456226,0.116965801603686,2024.65907934941,2024.67585941226,NA
1022,1023,0.00934896638651583,-105.270609081904,42.0324881952442,-109.150716700697,42.9678863869314,0.135692230455146,0.12634326406863,2024.66845681188,2024.67780577826,NA
938,939,0.0521237069700642,-108.901605252328,46.7358654389914,-103.603395065295,43.0244077330058,0.137174348424389,0.0850506414543251,2024.62716418926,2024.67928789623,NA
817,935,0.0714779969553112,-107.477192057894,40.2165616518027,-107.95860459357,40.6855065463977,0.142933450072356,0.0714554531170448,2024.61356900092,2024.68504699788,NA
939,940,0.00577585403883552,-103.603395065295,43.0244077330058,-106.665152795213,38.1563316006711,0.142950202463225,0.137174348424389,2024.67928789623,2024.68506375027,NA
1014,1015,0.044688305857802,-119.406980039206,41.8945080635434,-119.417688962588,41.8947119592474,0.144744606950322,0.10005630109252,2024.6421698489,2024.68685815476,NA
819,900,0.0304449018780539,-97.72138849945,42.1497866914563,-95.594003627721,40.8422891041619,0.144929399066018,0.114484497187964,2024.65659804499,2024.68704294687,NA
1021,1307,0.0242450086932817,-104.951110556966,41.7664243545524,-94.7861310220836,39.6600703732174,0.146414889220606,0.122169880527324,2024.66428342833,2024.68852843703,NA
681,682,0.0304094391301779,-109.066915438312,42.7408549142898,-98.9322745592896,38.6439964992942,0.147342180420325,0.116932741290147,2024.6590462891,2024.68945572823,NA
1023,1024,0.0125606418499724,-109.150716700697,42.9678863869314,-109.056880630145,43.4360429995376,0.148252872305119,0.135692230455146,2024.67780577826,2024.69036642011,NA
962,963,0.0335449273869732,-107.36345527905,41.8296488652498,-107.460262892635,41.9125545144377,0.149404345446577,0.115859418059604,2024.65797296587,2024.69151789325,NA
1024,1025,0.0019297241458951,-109.056880630145,43.4360429995376,-109.344857570227,43.7057262219156,0.150182596451014,0.148252872305119,2024.69036642011,2024.69229614426,NA
939,942,0.0132009351736213,-103.603395065295,43.0244077330058,-102.934634683071,40.7560615417521,0.150375283598011,0.137174348424389,2024.67928789623,2024.6924888314,NA
1025,1026,0.000316092265945978,-109.344857570227,43.7057262219156,-109.215267216856,43.289068519134,0.15049868871696,0.150182596451014,2024.69229614426,2024.69261223652,NA
1024,1228,0.00240999700650169,-109.056880630145,43.4360429995376,-108.425206359398,43.2580105059932,0.15066286931162,0.148252872305119,2024.69036642011,2024.69277641712,NA
963,970,0.00247736348951411,-107.460262892635,41.9125545144377,-108.080576845357,41.9707690349769,0.151881708936092,0.149404345446577,2024.69151789325,2024.69399525674,NA
963,964,0.00435025232344621,-107.460262892635,41.9125545144377,-107.228492666921,41.7955881637691,0.153754597770024,0.149404345446577,2024.69151789325,2024.69586814558,NA
1026,1030,0.0032617524409384,-109.215267216856,43.289068519134,-109.08188215027,42.9707648387536,0.153760441157898,0.15049868871696,2024.69261223652,2024.69587398896,NA
686,704,0.0330651062759793,-111.961545439403,41.1415795846609,-111.655205787849,41.0377267289343,0.154551513956089,0.121486407680109,2024.66359995549,2024.69666506176,NA
1030,1217,0.00136250082509592,-109.08188215027,42.9707648387536,-109.024681859579,42.9405299294649,0.155122941982994,0.153760441157898,2024.69587398896,2024.69723648979,NA
686,687,0.0344860652532946,-111.961545439403,41.1415795846609,-113.173718173909,41.2090893468748,0.155972472933404,0.121486407680109,2024.66359995549,2024.69808602074,NA
964,967,0.00352298198047052,-107.228492666921,41.7955881637691,-107.061824117324,40.8376985684493,0.157277579750494,0.153754597770024,2024.69586814558,2024.69939112756,NA
710,711,0.0417999595655163,-95.9212812790301,41.4666340031931,-92.5755948474232,40.8900903477039,0.158765761169203,0.116965801603686,2024.65907934941,2024.70087930898,NA
711,712,6.08250737901272e-05,-92.5755948474232,40.8900903477039,-92.3274599475928,40.7701061560235,0.158826586242993,0.158765761169203,2024.70087930898,2024.70094013405,NA
957,958,0.101358470091542,-106.035406994711,39.6032864612191,-110.520061543023,39.3400227774119,0.158965807490503,0.0576073373989616,2024.59972088521,2024.7010793553,NA
950,951,0.0424812288205936,-106.817929132541,42.1891938085561,-105.359484935659,41.0847457623269,0.159088505753009,0.116607276932415,2024.65872082474,2024.70120205356,NA
1217,1226,0.0045989213747899,-109.024681859579,42.9405299294649,-109.644986615152,42.7066688006863,0.159721863357784,0.155122941982994,2024.69723648979,2024.70183541116,NA
687,688,0.00377356903000714,-113.173718173909,41.2090893468748,-112.809767441076,41.210026860364,0.159746041963411,0.155972472933404,2024.69808602074,2024.70185958977,NA
1022,1286,0.0334478710592354,-105.270609081904,42.0324881952442,-107.563907725122,43.5077245998104,0.159791135127866,0.12634326406863,2024.66845681188,2024.70190468293,NA
819,820,0.0453158739660386,-97.72138849945,42.1497866914563,-77.4145089273834,40.6875885821153,0.159800371154003,0.114484497187964,2024.65659804499,2024.70191391896,NA
712,726,0.00131983138942404,-92.3274599475928,40.7701061560235,-92.3024594167481,40.5059417689884,0.160146417632417,0.158826586242993,2024.70094013405,2024.70225996544,NA
1228,1229,0.00948902767366411,-108.425206359398,43.2580105059932,-94.0897322439625,37.8761582497146,0.160151896985284,0.15066286931162,2024.69277641712,2024.70226544479,NA
726,727,0.000252727789216367,-92.3024594167481,40.5059417689884,-92.2993941116749,40.5062048501817,0.160399145421633,0.160146417632417,2024.70225996544,2024.70251269323,NA
688,701,0.00138013201305198,-112.809767441076,41.210026860364,-112.918176784109,41.2094494392846,0.161126173976463,0.159746041963411,2024.70185958977,2024.70323972178,NA
727,730,0.00433059283325199,-92.2993941116749,40.5062048501817,-91.2181696295762,40.3268202776226,0.164729738254885,0.160399145421633,2024.70251269323,2024.70684328606,NA
706,707,0.0611856801996291,-96.517781414569,40.4558742119971,-103.636196248123,49.239142975957,0.165690889223632,0.104505209024003,2024.64661875683,2024.70780443703,NA
730,738,0.00117796345943622,-91.2181696295762,40.3268202776226,-91.461722431111,40.179496393225,0.165907701714321,0.164729738254885,2024.70684328606,2024.70802124952,NA
726,747,0.00585773309066995,-92.3024594167481,40.5059417689884,-92.285736289028,41.9035106720576,0.166004150723087,0.160146417632417,2024.70225996544,2024.70811769853,NA
707,709,0.000994465421523261,-103.636196248123,49.239142975957,-102.671727488787,49.4499982257375,0.166685354645155,0.165690889223632,2024.70780443703,2024.70879890245,NA
1229,1230,0.00679000228246385,-94.0897322439625,37.8761582497146,-93.2152503782038,38.1066577217572,0.166941899267748,0.160151896985284,2024.70226544479,2024.70905544707,NA
747,748,0.0012823939547153,-92.285736289028,41.9035106720576,-94.9304125241048,43.4243455610563,0.167286544677802,0.166004150723087,2024.70811769853,2024.70940009248,NA
712,713,0.00889587933767677,-92.3274599475928,40.7701061560235,-91.7332871573373,40.5189907443889,0.167722465580669,0.158826586242993,2024.70094013405,2024.70983601339,NA
711,768,0.00934396525361225,-92.5755948474232,40.8900903477039,-91.3442852197129,40.2879560730289,0.168109726422815,0.158765761169203,2024.70087930898,2024.71022327423,NA
962,977,0.0522942407457785,-107.36345527905,41.8296488652498,-94.0581957948634,38.4864071210565,0.168153658805383,0.115859418059604,2024.65797296587,2024.71026720661,NA
1349,1351,0.0499523607531174,-107.84639414183,41.8152996001732,-108.487531223673,41.7356065826245,0.168309866098731,0.118357505345614,2024.66047105315,2024.71042341391,NA
713,714,0.00122835947611444,-91.7332871573373,40.5189907443889,-91.6540696753264,40.4549167827867,0.168950825056784,0.167722465580669,2024.70983601339,2024.71106437286,NA
688,689,0.00921325671043238,-112.809767441076,41.210026860364,-112.587124655763,41.0638258926598,0.168959298673844,0.159746041963411,2024.70185958977,2024.71107284648,NA
